Date;Filière;Valeur (Mt);Nature
2023-08;"Fioul";0,14160307521087;Données Consolidées
2023-09;"Fioul";0,10608288662061;Données Consolidées
2023-10;"Fioul";0,088960598692305;Données Consolidées
2023-11;"Fioul";0,076625505489988;Données Consolidées
2023-12;"Fioul";0,10432195810462;Données Consolidées
2024-01;"Fioul";0,11727041479652;Données Consolidées
2024-02;"Fioul";0,093397585790573;Données Consolidées
2024-03;"Fioul";0,11239194093249;Données Consolidées
2024-04;"Fioul";0,095505192085097;Données Consolidées
2024-05;"Fioul";0,087811426376687;Données Consolidées
2024-06;"Fioul";0,1194626591297;Données Consolidées
2024-07;"Fioul";0,17339388073488;Données Consolidées
2024-08;"Fioul";0,14764205932966;Données Consolidées
2024-09;"Fioul";0,10640183820104;Données Consolidées
2024-10;"Fioul";0,10517693495383;Données Consolidées
2024-11;"Fioul";0,10178524890421;Données Consolidées
2014-01;"Déchets ménagers";0,17032330736101;Données Consolidées
2014-02;"Déchets ménagers";0,156163628105;Données Consolidées
2014-03;"Déchets ménagers";0,173669817161;Données Consolidées
2014-04;"Déchets ménagers";0,13136581379951;Données Consolidées
2014-05;"Déchets ménagers";0,15492782041599;Données Consolidées
2014-06;"Déchets ménagers";0,13104294198798;Données Consolidées
2014-07;"Déchets ménagers";0,153782401387;Données Consolidées
2014-08;"Déchets ménagers";0,14957328789;Données Consolidées
2014-09;"Déchets ménagers";0,13128247249606;Données Consolidées
2014-10;"Déchets ménagers";0,12661934077741;Données Consolidées
2014-11;"Déchets ménagers";0,16393900643255;Données Consolidées
2014-12;"Déchets ménagers";0,17124709195867;Données Consolidées
2015-01;"Déchets ménagers";0,172939268554;Données Consolidées
2015-02;"Déchets ménagers";0,15631835187049;Données Consolidées
2015-03;"Déchets ménagers";0,17440404557251;Données Consolidées
2015-04;"Déchets ménagers";0,13358986849049;Données Consolidées
2015-05;"Déchets ménagers";0,147493888091;Données Consolidées
2015-06;"Déchets ménagers";0,13750020189451;Données Consolidées
2015-07;"Déchets ménagers";0,149927347241;Données Consolidées
2015-08;"Déchets ménagers";0,15516046592899;Données Consolidées
2015-09;"Déchets ménagers";0,14195145197535;Données Consolidées
2015-10;"Déchets ménagers";0,14202091734589;Données Consolidées
2015-11;"Déchets ménagers";0,1740736620622;Données Consolidées
2015-12;"Déchets ménagers";0,17993892233912;Données Consolidées
2016-01;"Déchets ménagers";0,18477707391897;Données Consolidées
2016-02;"Déchets ménagers";0,16990121994531;Données Consolidées
2016-03;"Déchets ménagers";0,18160156420042;Données Consolidées
2016-04;"Déchets ménagers";0,15091028345052;Données Consolidées
2016-05;"Déchets ménagers";0,15662967518466;Données Consolidées
2016-06;"Déchets ménagers";0,13973728099331;Données Consolidées
2016-07;"Déchets ménagers";0,17912336978918;Données Consolidées
2016-08;"Déchets ménagers";0,17138520499984;Données Consolidées
2016-09;"Déchets ménagers";0,15934007490006;Données Consolidées
2016-10;"Déchets ménagers";0,15896542920562;Données Consolidées
2016-11;"Déchets ménagers";0,18766002696444;Données Consolidées
2016-12;"Déchets ménagers";0,20109682216868;Données Consolidées
2017-01;"Déchets ménagers";0,19108934334251;Données Consolidées
2017-02;"Déchets ménagers";0,1720270422838;Données Consolidées
2017-03;"Déchets ménagers";0,18366025781306;Données Consolidées
2017-04;"Déchets ménagers";0,15769951383298;Données Consolidées
2017-05;"Déchets ménagers";0,16333328279778;Données Consolidées
2017-06;"Déchets ménagers";0,16571445614599;Données Consolidées
2017-07;"Déchets ménagers";0,19165990722135;Données Consolidées
2017-08;"Déchets ménagers";0,17827196990694;Données Consolidées
2017-09;"Déchets ménagers";0,16759296516547;Données Consolidées
2017-10;"Déchets ménagers";0,1581251167236;Données Consolidées
2017-11;"Déchets ménagers";0,19345927469073;Données Consolidées
2017-12;"Déchets ménagers";0,20020488761736;Données Consolidées
2018-01;"Déchets ménagers";0,18562248670597;Données Consolidées
2018-02;"Déchets ménagers";0,1653524502942;Données Consolidées
2018-03;"Déchets ménagers";0,17501423869501;Données Consolidées
2018-04;"Déchets ménagers";0,15375396114455;Données Consolidées
2018-05;"Déchets ménagers";0,179505981449;Données Consolidées
2018-06;"Déchets ménagers";0,159400566193;Données Consolidées
2018-07;"Déchets ménagers";0,18530673040968;Données Consolidées
2018-08;"Déchets ménagers";0,17965952632547;Données Consolidées
2018-09;"Déchets ménagers";0,15921584175713;Données Consolidées
2018-10;"Déchets ménagers";0,15156513455044;Données Consolidées
2018-11;"Déchets ménagers";0,17500752831708;Données Consolidées
2018-12;"Déchets ménagers";0,18655998950826;Données Consolidées
2019-01;"Déchets ménagers";0,18455993755969;Données Consolidées
2019-02;"Déchets ménagers";0,16732495666741;Données Consolidées
2019-03;"Déchets ménagers";0,18494416514883;Données Consolidées
2019-04;"Déchets ménagers";0,14357443391411;Données Consolidées
2019-05;"Déchets ménagers";0,1719268270227;Données Consolidées
2019-06;"Déchets ménagers";0,15957449717248;Données Consolidées
2019-07;"Déchets ménagers";0,17289800164452;Données Consolidées
2019-08;"Déchets ménagers";0,18189797104281;Données Consolidées
2019-09;"Déchets ménagers";0,1514925792262;Données Consolidées
2019-10;"Déchets ménagers";0,15291091674126;Données Consolidées
2019-11;"Déchets ménagers";0,16932370579621;Données Consolidées
2019-12;"Déchets ménagers";0,17235961692963;Données Consolidées
2020-01;"Déchets ménagers";0,17240494647535;Données Consolidées
2020-02;"Déchets ménagers";0,15958890807132;Données Consolidées
2020-03;"Déchets ménagers";0,17986983915464;Données Consolidées
2020-04;"Déchets ménagers";0,16050532695954;Données Consolidées
2020-05;"Déchets ménagers";0,16756272964748;Données Consolidées
2020-06;"Déchets ménagers";0,16402660846871;Données Consolidées
2020-07;"Déchets ménagers";0,17271743686353;Données Consolidées
2020-08;"Déchets ménagers";0,17286692604841;Données Consolidées
2020-09;"Déchets ménagers";0,15979612656995;Données Consolidées
2020-10;"Déchets ménagers";0,13985164354842;Données Consolidées
2020-11;"Déchets ménagers";0,15938127108849;Données Consolidées
2020-12;"Déchets ménagers";0,16730199338666;Données Consolidées
2021-01;"Déchets ménagers";0,17108700274409;Données Consolidées
2021-02;"Déchets ménagers";0,15582278587369;Données Consolidées
2021-03;"Déchets ménagers";0,17662430686911;Données Consolidées
2021-04;"Déchets ménagers";0,14326098964255;Données Consolidées
2021-05;"Déchets ménagers";0,1597804792227;Données Consolidées
2021-06;"Déchets ménagers";0,1465633318026;Données Consolidées
2021-07;"Déchets ménagers";0,17477826234008;Données Consolidées
2021-08;"Déchets ménagers";0,16850888435293;Données Consolidées
2021-09;"Déchets ménagers";0,15631269106471;Données Consolidées
2021-10;"Déchets ménagers";0,15332124590128;Données Consolidées
2021-11;"Déchets ménagers";0,16256852445564;Données Consolidées
2021-12;"Déchets ménagers";0,16303590136501;Données Consolidées
2022-01;"Déchets ménagers";0,1716201062764;Données Consolidées
2022-02;"Déchets ménagers";0,16491289231162;Données Consolidées
2022-03;"Déchets ménagers";0,18425532679754;Données Consolidées
2022-04;"Déchets ménagers";0,14588734144085;Données Consolidées
2022-05;"Déchets ménagers";0,17223813604941;Données Consolidées
2022-06;"Déchets ménagers";0,1569165553981;Données Consolidées
2022-07;"Déchets ménagers";0,18558844178157;Données Consolidées
2022-08;"Déchets ménagers";0,17012343460286;Données Consolidées
2022-09;"Déchets ménagers";0,16051603437545;Données Consolidées
2022-10;"Déchets ménagers";0,16053120653027;Données Consolidées
2022-11;"Déchets ménagers";0,16940207314506;Données Consolidées
2022-12;"Déchets ménagers";0,16437728411879;Données Consolidées
2023-01;"Déchets ménagers";0,17117636017911;Données Consolidées
2023-02;"Déchets ménagers";0,16354602694724;Données Consolidées
2023-03;"Déchets ménagers";0,16531740841556;Données Consolidées
2023-04;"Déchets ménagers";0,152923186858;Données Consolidées
2023-05;"Déchets ménagers";0,17138279993071;Données Consolidées
2023-06;"Déchets ménagers";0,15265047425384;Données Consolidées
2023-07;"Déchets ménagers";0,18393230157975;Données Consolidées
2023-08;"Déchets ménagers";0,16388792266764;Données Consolidées
2023-09;"Déchets ménagers";0,14391416474817;Données Consolidées
2023-10;"Déchets ménagers";0,14422957342802;Données Consolidées
2023-11;"Déchets ménagers";0,14960355162527;Données Consolidées
2023-12;"Déchets ménagers";0,15802841915154;Données Consolidées
2024-01;"Déchets ménagers";0,16947044429474;Données Consolidées
2024-02;"Déchets ménagers";0,16041919500316;Données Consolidées
2024-03;"Déchets ménagers";0,16984080151145;Données Consolidées
2024-04;"Déchets ménagers";0,15029138709036;Données Consolidées
2024-05;"Déchets ménagers";0,16239202424193;Données Consolidées
2024-06;"Déchets ménagers";0,14786304038984;Données Consolidées
2024-07;"Déchets ménagers";0,17643361803779;Données Consolidées
2024-08;"Déchets ménagers";0,17540071130273;Données Consolidées
2024-09;"Déchets ménagers";0,15286380029874;Données Consolidées
2024-10;"Déchets ménagers";0,15230676021478;Données Consolidées
2024-11;"Déchets ménagers";0,16308450278832;Données Consolidées
2014-01;"Charbon";0,82598654457;Données Consolidées
2014-02;"Charbon";0,613631797695;Données Consolidées
2014-03;"Charbon";0,87479618778;Données Consolidées
2014-04;"Charbon";0,65580208632;Données Consolidées
2014-05;"Charbon";0,31465619883;Données Consolidées
2014-06;"Charbon";0,30248436411;Données Consolidées
2014-07;"Charbon";0,133707671055;Données Consolidées
2014-08;"Charbon";0,06764038893;Données Consolidées
2014-09;"Charbon";0,589706739675;Données Consolidées
2014-10;"Charbon";0,919993419225;Données Consolidées
2014-11;"Charbon";0,8068228533;Données Consolidées
2014-12;"Charbon";1,048408083675;Données Consolidées
2015-01;"Charbon";1,38319506513;Données Consolidées
2015-02;"Charbon";1,458299875095;Données Consolidées
2015-03;"Charbon";0,942027304455;Données Consolidées
2015-04;"Charbon";0,46546066791;Données Consolidées
2015-05;"Charbon";0,024213600855;Données Consolidées
2015-06;"Charbon";0,041324367015;Données Consolidées
2015-07;"Charbon";0,19011660642;Données Consolidées
2015-08;"Charbon";0,133567204815;Données Consolidées
2015-09;"Charbon";0,508213700595;Données Consolidées
2015-10;"Charbon";0,8613845586;Données Consolidées
2015-11;"Charbon";0,672963571935;Données Consolidées
2015-12;"Charbon";0,6499153395;Données Consolidées
2016-01;"Charbon";0,649429599465;Données Consolidées
2016-02;"Charbon";0,369541543005;Données Consolidées
2016-03;"Charbon";0,659136676095;Données Consolidées
2016-04;"Charbon";0,39777043761;Données Consolidées
2016-05;"Charbon";0,135807581835;Données Consolidées
2016-06;"Charbon";0,13159490022;Données Consolidées
2016-07;"Charbon";0,1503228681;Données Consolidées
2016-08;"Charbon";0,11267539524;Données Consolidées
2016-09;"Charbon";0,652613949495;Données Consolidées
2016-10;"Charbon";0,81760020012;Données Consolidées
2016-11;"Charbon";0,997376567355;Données Consolidées
2016-12;"Charbon";1,09816571412;Données Consolidées
2017-01;"Charbon";1,451691085905;Données Consolidées
2017-02;"Charbon";0,829334362905;Données Consolidées
2017-03;"Charbon";0,332777929815;Données Consolidées
2017-04;"Charbon";0,54722708469;Données Consolidées
2017-05;"Charbon";0,44039524509;Données Consolidées
2017-06;"Charbon";0,296706642615;Données Consolidées
2017-07;"Charbon";0,736649999685;Données Consolidées
2017-08;"Charbon";0,16866553707;Données Consolidées
2017-09;"Charbon";0,49167453528;Données Consolidées
2017-10;"Charbon";1,03820793624;Données Consolidées
2017-11;"Charbon";1,23476064579;Données Consolidées
2017-12;"Charbon";0,72293878278;Données Consolidées
2018-01;"Charbon";0,259168785885;Données Consolidées
2018-02;"Charbon";0,83759939739;Données Consolidées
2018-03;"Charbon";0,711009279;Données Consolidées
2018-04;"Charbon";0,207665781525;Données Consolidées
2018-05;"Charbon";0,13017121236;Données Consolidées
2018-06;"Charbon";0,22811467716;Données Consolidées
2018-07;"Charbon";0,49709182383;Données Consolidées
2018-08;"Charbon";0,425421865215;Données Consolidées
2018-09;"Charbon";0,29213341092;Données Consolidées
2018-10;"Charbon";0,672910989435;Données Consolidées
2018-11;"Charbon";0,42424351704;Données Consolidées
2018-12;"Charbon";0,18050216049;Données Consolidées
2019-01;"Charbon";0,34549293492;Données Consolidées
2019-02;"Charbon";0,183616512525;Données Consolidées
2019-03;"Charbon";0,01100811132;Données Consolidées
2019-04;"Charbon";0,020284128585;Données Consolidées
2019-05;"Charbon";0,001483810605;Données Consolidées
2019-06;"Charbon";0,008628867765;Données Consolidées
2019-07;"Charbon";0,05801858658;Données Consolidées
2019-08;"Charbon";0,024046432965;Données Consolidées
2019-09;"Charbon";0,020991068235;Données Consolidées
2019-10;"Charbon";0,022570008705;Données Consolidées
2019-11;"Charbon";0,38131094205;Données Consolidées
2019-12;"Charbon";0,19910809935;Données Consolidées
2020-01;"Charbon";0,129601460025;Données Consolidées
2020-02;"Charbon";0,06704206506;Données Consolidées
2020-03;"Charbon";0,026686089855;Données Consolidées
2020-04;"Charbon";0,00821363103;Données Consolidées
2020-05;"Charbon";0,043683811335;Données Consolidées
2020-06;"Charbon";0,007475308605;Données Consolidées
2020-07;"Charbon";0,120684275145;Données Consolidées
2020-08;"Charbon";0,05080866228;Données Consolidées
2020-09;"Charbon";0,232512237135;Données Consolidées
2020-10;"Charbon";0,086285352555;Données Consolidées
2020-11;"Charbon";0,09865754883;Données Consolidées
2020-12;"Charbon";0,266656894695;Données Consolidées
2021-01;"Charbon";0,68025769065;Données Consolidées
2021-02;"Charbon";0,23151732921;Données Consolidées
2021-03;"Charbon";0,19295632647;Données Consolidées
2021-04;"Charbon";0,159917261715;Données Consolidées
2021-05;"Charbon";0,014046874515;Données Consolidées
2021-06;"Charbon";0,0248419053;Données Consolidées
2021-07;"Charbon";0,046466025795;Données Consolidées
2021-08;"Charbon";0,060253059825;Données Consolidées
2021-09;"Charbon";0,426037012065;Données Consolidées
2021-10;"Charbon";0,51380651808;Données Consolidées
2021-11;"Charbon";0,485586854055;Données Consolidées
2021-12;"Charbon";0,44246127393;Données Consolidées
2022-01;"Charbon";0,66305762900991;Données Consolidées
2022-02;"Charbon";0,44348998028971;Données Consolidées
2022-03;"Charbon";0,3707431432034;Données Consolidées
2022-04;"Charbon";0,057186090892215;Données Consolidées
2022-05;"Charbon";0,0249349981275;Données Consolidées
2022-06;"Charbon";0,021090346702785;Données Consolidées
2022-07;"Charbon";0,01540790184807;Données Consolidées
2022-08;"Charbon";0,01290495618;Données Consolidées
2022-09;"Charbon";0,008975370052215;Données Consolidées
2022-10;"Charbon";0,02635717607631;Données Consolidées
2022-11;"Charbon";0,1941333144845;Données Consolidées
2022-12;"Charbon";0,6174251907471;Données Consolidées
